﻿﻿消防栓編號,單位名稱,種類,區鄉鎮市名稱,消防栓位置,經度,緯度,水公司單位名稱
11996,工業區分隊,地上,西屯區,工業區三十八路206號,120.5888879,24.17383928,台中給水廠
11997,工業區分隊,地上,西屯區,工業區三十八路210號,120.5888321,24.17369075,台中給水廠
11998,工業區分隊,地下,西屯區,工業區三十八路228號,120.5885744,24.17267989,台中給水廠
11999,工業區分隊,地上,西屯區,工業區三十八路280號左側,120.5882461,24.17176249,台中給水廠
12000,工業區分隊,地上,西屯區,工業區三十八路292號,120.5883806,24.1723901,台中給水廠
11943,工業區分隊,地上,西屯區,工業區三十三北側路底,120.5931178,24.16433422,台中給水廠
11951,工業區分隊,地上,西屯區,工業區三十三路12之2號,120.5938388,24.1664342,台中給水廠
11950,工業區分隊,地上,西屯區,工業區三十三路12之6號,120.594081,24.167338,台中給水廠
11944,工業區分隊,地上,西屯區,工業區三十三路15號,120.595807,24.17195632,台中給水廠
11952,工業區分隊,地上,西屯區,工業區三十三路16號,120.5933179,24.1650878,台中給水廠
11953,工業區分隊,地上,西屯區,工業區三十三路16號巷底,120.5932835,24.16513087,台中給水廠
11948,工業區分隊,地下,西屯區,工業區三十三路23號,120.5936537,24.16898916,台中給水廠
11949,工業區分隊,地上,西屯區,工業區三十三路23號左側（大立光）,120.5936714,24.16900727,台中給水廠
11946,工業區分隊,地上,西屯區,工業區三十三路5號,120.5953842,24.17106462,台中給水廠
11945,工業區分隊,地上,西屯區,工業區三十三路7號,120.59566,24.1713648,台中給水廠
11947,工業區分隊,地上,西屯區,工業區三十三路與工業區二十八路口,120.5952018,24.16997436,台中給水廠
11970,工業區分隊,地上,西屯區,工業區三十五路16之2號對面,120.5918105,24.17006916,台中給水廠
11967,工業區分隊,地上,西屯區,工業區三十五路27號,120.5925604,24.17226563,台中給水廠
11966,工業區分隊,地上,西屯區,工業區三十五路29號,120.5928694,24.17304378,台中給水廠
11965,工業區分隊,地上,西屯區,工業區三十五路37號,120.5934085,24.17449304,台中給水廠
11971,工業區分隊,地上,西屯區,工業區三十五路3號左側,120.5915476,24.16933993,台中給水廠
11973,工業區分隊,地上,西屯區,工業區三十五路56號,120.5909489,24.16773365,台中給水廠
11974,工業區分隊,地上,西屯區,工業區三十五路62號,120.5906421,24.16688988,台中給水廠
11975,工業區分隊,地上,西屯區,工業區三十五路70號,120.5903074,24.16597563,台中給水廠
11969,工業區分隊,地上,西屯區,工業區三十五路7號,120.5920444,24.17072986,台中給水廠
11968,工業區分隊,地上,西屯區,工業區三十五路9號,120.5921688,24.17105679,台中給水廠
11972,工業區分隊,地上,西屯區,工業區三十五路工業區二十八路口,120.5913545,24.16879667,台中給水廠
11977,工業區分隊,地上,西屯區,工業區三十六路10號,120.5919102,24.17490935,台中給水廠
11978,工業區分隊,地上,西屯區,工業區三十六路12號,120.5918319,24.17470578,台中給水廠
11979,工業區分隊,地上,西屯區,工業區三十六路18號,120.5913561,24.17336889,台中給水廠
11981,工業區分隊,地上,西屯區,工業區三十六路21號（對面）,120.5907848,24.1717772,台中給水廠
11980,工業區分隊,地上,西屯區,工業區三十六路22號,120.5911796,24.17286955,台中給水廠
11976,工業區分隊,地上,西屯區,工業區三十六路2號,120.5922021,24.17569632,台中給水廠
11982,工業區分隊,地下,西屯區,工業區三十六路30號與工業區二十八路口,120.5905402,24.17111944,台中給水廠
11983,工業區分隊,地上,西屯區,工業區三十六路38號,120.5901829,24.17005056,台中給水廠
11984,工業區分隊,地上,西屯區,工業區三十六路42號,120.5900424,24.16966001,台中給水廠
11985,工業區分隊,地上,西屯區,工業區三十六路46號,120.589846,24.16914808,台中給水廠
11987,工業區分隊,地上,西屯區,工業區三十六路50之2號,120.589124,24.16717473,台中給水廠
11986,工業區分隊,地上,西屯區,工業區三十六路50號,120.589316,24.16772582,台中給水廠
11988,工業區分隊,地上,西屯區,工業區三十六路52號,120.5890242,24.16691044,台中給水廠
11956,工業區分隊,地上,西屯區,工業區三十四路12號,120.5941333,24.17192794,台中給水廠
11957,工業區分隊,地上,西屯區,工業區三十四路16號,120.5933887,24.16996149,台中給水廠
11958,工業區分隊,地上,西屯區,工業區三十四路24號,120.593354,24.169876,台中給水廠
11959,工業區分隊,地上,西屯區,工業區三十四路26號,120.5932696,24.16956702,台中給水廠
11960,工業區分隊,地上,西屯區,工業區三十四路28號,120.5931473,24.16918625,台中給水廠
11954,工業區分隊,地上,西屯區,工業區三十四路2號,120.5947266,24.17354689,台中給水廠
11961,工業區分隊,地上,西屯區,工業區三十四路36號,120.5929917,24.16874969,台中給水廠
11962,工業區分隊,地上,西屯區,工業區三十四路40之2號,120.5923244,24.16689282,台中給水廠
11963,工業區分隊,地上,西屯區,工業區三十四路58號,120.5918759,24.16568687,台中給水廠
11964,工業區分隊,地上,西屯區,工業區三十四路62號巷底,120.5917493,24.16535993,台中給水廠
11955,工業區分隊,地上,西屯區,工業區三十四路8號,120.5943629,24.17255046,台中給水廠
11920,工業區分隊,地上,西屯區,"工業區三十路 與工業區二十八路口",120.5972157,24.16544313,台中給水廠
11922,工業區分隊,地上,西屯區,工業區三十路14號,120.5966256,24.16378492,台中給水廠
11921,工業區分隊,地上,西屯區,工業區三十路2號,120.5970064,24.16486756,台中給水廠
12096,工業區分隊,地上,西屯區,工業區三路1號,120.6108413,24.17046069,台中給水廠
12100,工業區分隊,地上,西屯區,工業區三路3號,120.6094723,24.16609114,台中給水廠
12097,工業區分隊,地上,西屯區,工業區三路4-1號對面,120.6103166,24.16865181,台中給水廠
12101,工業區分隊,地上,西屯區,工業區三路5號,120.609282,24.1656038,台中給水廠
12098,工業區分隊,地上,西屯區,工業區三路6號對面,120.6100152,24.16780232,台中給水廠
12102,工業區分隊,地上,西屯區,工業區三路7號,120.6091257,24.16507116,台中給水廠
12103,工業區分隊,地上,西屯區,工業區三路9號,120.6089659,24.1645437,台中給水廠
12095,工業區分隊,地上,西屯區,工業區三路與一路口,120.6108799,24.17050767,台中給水廠
12099,工業區分隊,地上,西屯區,工業區三路與四路口,120.6097459,24.16691533,台中給水廠
12092,工業區分隊,地下,西屯區,工業區五路10號,120.607657,24.16670096,台中給水廠
12091,工業區分隊,地下,西屯區,工業區五路12號,120.6074767,24.16606764,台中給水廠
12090,工業區分隊,地下,西屯區,工業區五路16號,120.6069767,24.16445643,台中給水廠
12094,工業區分隊,地下,西屯區,工業區五路2號,120.6082664,24.16856469,台中給水廠
12093,工業區分隊,地下,西屯區,工業區五路6號,120.6079735,24.16760836,台中給水廠
12089,工業區分隊,地上,西屯區,工業區六路11號,120.6071473,24.1703354,台中給水廠
12080,工業區分隊,地上,西屯區,工業區六路15號對面,120.6064591,24.16857201,台中給水廠
12081,工業區分隊,地上,西屯區,工業區六路19號對面,120.6060884,24.16746936,台中給水廠
12084,工業區分隊,地上,西屯區,工業區六路1號,120.6083586,24.17413612,台中給水廠
12083,工業區分隊,地上,西屯區,工業區六路20號,120.6056002,24.16584838,台中給水廠
12082,工業區分隊,地上,西屯區,工業區六路23號對面,120.6058529,24.16659882,台中給水廠
12085,工業區分隊,地上,西屯區,工業區六路3號,120.6080797,24.17337658,台中給水廠
12086,工業區分隊,地上,西屯區,工業區六路5號,120.6079026,24.17286858,台中給水廠
12087,工業區分隊,地上,西屯區,工業區六路7號,120.6076452,24.17199841,台中給水廠
12088,工業區分隊,地上,西屯區,工業區六路9號,120.6073705,24.17112531,台中給水廠
12010,工業區分隊,地上,西屯區,工業區四十一路12之1號,120.5859804,24.1746265,台中給水廠
12011,工業區分隊,地上,西屯區,工業區四十一路22號,120.5856961,24.17388164,台中給水廠
12014,工業區分隊,地上,西屯區,工業區四十一路27號,120.585709,24.17257004,台中給水廠
12012,工業區分隊,地上,西屯區,工業區四十一路30號,120.5851994,24.17253872,台中給水廠
12013,工業區分隊,地上,西屯區,工業區四十一路32號,120.5850191,24.1720728,台中給水廠
12009,工業區分隊,地上,西屯區,工業區四十一路6號北邊路底,120.584988,24.17191326,台中給水廠
12018,工業區分隊,地上,西屯區,"工業區四十二路 與工業區二十八路口",120.5843405,24.17280755,台中給水廠
12016,工業區分隊,地上,西屯區,工業區四十二路11號,120.585121,24.17481932,台中給水廠
12015,工業區分隊,地上,西屯區,工業區四十二路1號,120.5854086,24.17563661,台中給水廠
12017,工業區分隊,地上,西屯區,工業區四十二路25號,120.5846315,24.1735477,台中給水廠
12019,工業區分隊,地上,西屯區,工業區四十二路51號,120.5841426,24.17213936,台中給水廠
12003,工業區分隊,地上,西屯區,工業區四十路16號,120.5870844,24.17466859,台中給水廠
12004,工業區分隊,地上,西屯區,工業區四十路34號,120.5863237,24.17287445,台中給水廠
12005,工業區分隊,地上,西屯區,工業區四十路40號,120.5861102,24.17225486,台中給水廠
12006,工業區分隊,地上,西屯區,工業區四十路42號,120.585915,24.17171554,台中給水廠
12007,工業區分隊,地上,西屯區,工業區四十路59號,120.5867175,24.17249076,台中給水廠
12008,工業區分隊,地上,西屯區,工業區四十路63號,120.587003,24.173522,台中給水廠
12104,工業區分隊,地上,西屯區,工業區四路1號,120.6113133,24.16426457,台中給水廠
12105,工業區分隊,地上,西屯區,工業區四路1號污水廠右側50公尺,120.6112919,24.16488224,台中給水廠
18255,工業區分隊,地上,西屯區,工業區四路1號污水廠左側50公尺,120.611037,24.162655,台中給水廠
12106,工業區分隊,地上,西屯區,工業區四路南邊路底,120.6109056,24.16174982,台中給水廠
21161,工業區分隊,地下,南屯區,五權西路三段10巷111-1號旁道路（快得力廣告）,120.619997,24.1585047,台中服務所
16753,工業區分隊,地下,南屯區,五權西路三段1巷52號,120.6187141,24.15102688,台中給水廠
12113,工業區分隊,地上,西屯區,五權西路三段與文山南巷口,120.6095334,24.15510983,台中給水廠
11917,工業區分隊,地下,南屯區,五權西路上磚窯廠大門左側15公尺（27路口對面）,120.5993453,24.1626897,台中給水廠
12168,工業區分隊,地下,南屯區,文山十一街忠勇路口,120.6163945,24.15313205,台中給水廠
19446,工業區分隊,地上,西屯區,玉寶路與安和二街口,120.620406,24.176913,台中給水廠
19445,工業區分隊,地上,西屯區,玉寶路與朝馬路口,120.619652,24.175218,台中給水廠
19444,工業區分隊,地上,西屯區,安和三街與安和西路口,120.622297,24.178079,台中給水廠
19437,工業區分隊,地上,西屯區,安和東路39號（叢林先生二廠）,120.62391,24.174647,台中給水廠
19438,工業區分隊,地上,西屯區,安和東路與安和二街口,120.624392,24.175577,台中給水廠
19439,工業區分隊,地上,西屯區,安和東路與福玄路路口,120.624812,24.176466,台中給水廠
12145,工業區分隊,地上,西屯區,安和路（台塑加油站）前,120.618702,24.16589314,台中給水廠
12144,工業區分隊,地上,西屯區,安和路（台塑加油站）對面,120.6188337,24.1665595,台中給水廠
21068,工業區分隊,地下,西屯區,安和路10-18號榕樹下,120.6211244,24.1646237,台中服務所
12139,工業區分隊,地上,西屯區,安和路103-8號,120.6213169,24.17258374,台中給水廠
12135,工業區分隊,地上,西屯區,安和路103-8號對面,120.6212858,24.17261423,台中給水廠
12156,工業區分隊,地上,西屯區,安和路103號（叢林先生車行對面）單,120.6219724,24.1739893,台中給水廠
18254,工業區分隊,地上,西屯區,安和路118-28號旁,120.622986,24.168134,台中給水廠
12136,工業區分隊,地上,西屯區,安和路118-2號,120.6221538,24.1739296,台中給水廠
12154,工業區分隊,地上,西屯區,安和路120-15號（全家對面的停車場）,120.6236998,24.177279,台中給水廠
12153,工業區分隊,地下,西屯區,安和路120-16號（腳足體養生會館前）,120.6238071,24.17721245,台中給水廠
12127,工業區分隊,地上,西屯區,安和路14-5號,120.6182774,24.16316432,台中給水廠
12146,工業區分隊,地上,西屯區,"安和路14之5號 對面",120.6182173,24.16345406,台中給水廠
12124,工業區分隊,地下,南屯區,安和路2-1-1號（啟聰學校南側對面）,120.6177221,24.1603975,台中給水廠
12125,工業區分隊,地上,南屯區,安和路2-6號（DOMUS家具右側）,120.6180736,24.16164802,台中給水廠
12126,工業區分隊,地上,南屯區,安和路3-1號旁,120.6182045,24.16257405,台中給水廠
12147,工業區分隊,地上,西屯區,安和路3之1號對面,120.6179277,24.16275612,台中給水廠
12128,工業區分隊,地上,西屯區,安和路43號,120.619132,24.16465,台中給水廠
12129,工業區分隊,地上,西屯區,安和路47-5號（安和加油站旁20m）,120.6187409,24.16559583,台中給水廠
12132,工業區分隊,地上,西屯區,安和路62之12號,120.6200026,24.16977355,台中給水廠
12131,工業區分隊,地上,西屯區,安和路62之3號前,120.6196722,24.16913242,台中給水廠
12133,工業區分隊,地上,西屯區,安和路70之20號,120.6206088,24.17072889,台中給水廠
12143,工業區分隊,地上,西屯區,安和路83-8號,120.6190585,24.167625,台中給水廠
12141,工業區分隊,地下,西屯區,安和路99-12號（志連搬家旁）,120.6205498,24.17120655,台中給水廠
12140,工業區分隊,地上,西屯區,安和路99-38號（全家旁邊）,120.6209296,24.17187019,台中給水廠
12134,工業區分隊,地上,西屯區,安和路99-38號（全家對面）,120.6211463,24.17195632,台中給水廠
12142,工業區分隊,地上,西屯區,安和路99號協和國小側門前,120.620023,24.17012006,台中給水廠
12130,工業區分隊,地上,西屯區,安和路上安和加油站北側20公尺,120.6188117,24.16601983,台中給水廠
12148,工業區分隊,地上,西屯區,安和路上啟聰學校大門南側,120.6178601,24.16150182,台中給水廠
12152,工業區分隊,地上,西屯區,安和路和安和一街口（近公園）,120.622834,24.17554461,台中給水廠
12151,工業區分隊,地上,西屯區,安和路和安和二街口（近紫爵）,120.6228383,24.17553482,台中給水廠
12137,工業區分隊,地上,西屯區,安和路和福玄路口,120.6236472,24.17717232,台中給水廠
12149,工業區分隊,地上,西屯區,安和路啟聰學校南側末端,120.6176852,24.16057906,台中給水廠
12150,工業區分隊,地上,西屯區,安和路叢林先生前（近朝馬路）,120.6221527,24.17392568,台中給水廠
19441,工業區分隊,地下,西屯區,協仁街與安和二街口（圖書前）,120.625458,24.1751,台中給水廠
19440,工業區分隊,地上,西屯區,協仁街與安和三街口,120.626092,24.176725,台中給水廠
12165,工業區分隊,地下,西屯區,協和里工業37路57號,120.5875254,24.16706608,台中給水廠
12161,工業區分隊,地下,西屯區,協和里工業38路145號前,120.5893664,24.17691294,台中給水廠
12159,工業區分隊,地下,西屯區,協和里工業38路150號前,120.5884491,24.17583237,台中給水廠
12164,工業區分隊,地下,西屯區,協和里工業38路21號（美廉社）,120.589981,24.1763889,台中給水廠
12157,工業區分隊,地下,西屯區,協和里工業38路入口處北側,120.5891154,24.17545064,台中給水廠
12167,工業區分隊,地下,西屯區,協和里工業區三十二路82號,120.5963209,24.16841463,台中給水廠
12183,工業區分隊,地上,西屯區,協和里安和路41之7號前,120.618264,24.164646,台中給水廠
12181,工業區分隊,地下,西屯區,協和里安和路59-3號,120.6191744,24.16759563,台中給水廠
12182,工業區分隊,地下,西屯區,協和里安和路87-3號,120.6190714,24.16773267,台中給水廠
12162,工業區分隊,地下,西屯區,協和里順和2街與順和6街口,120.5887227,24.17655862,台中給水廠
12160,工業區分隊,地下,西屯區,協和里順和一街、九街口,120.5881965,24.17741275,台中給水廠
12115,工業區分隊,地上,西屯區,忠勇路105之25號前（小7超商）,120.615886,24.15159635,台中給水廠
12117,工業區分隊,地上,南屯區,忠勇路125之1號（園藝行前）,120.6167003,24.15451952,台中給水廠
12116,工業區分隊,地上,西屯區,忠勇路125之1號斜對面（大同修道院）,120.616887,24.15459882,台中給水廠
12119,工業區分隊,地上,南屯區,忠勇路131巷右側（冠軍鵝肉旁）,120.6168559,24.15580879,台中給水廠
12122,工業區分隊,地上,南屯區,忠勇路133之20號,120.6175039,24.15910875,台中給水廠
12120,工業區分隊,地上,南屯區,忠勇路133號（圓德素食斜對面）,120.6172732,24.15768736,台中給水廠
12121,工業區分隊,地下,南屯區,忠勇路136號右側（浩源停車場前）,120.6170694,24.15722041,台中給水廠
12118,工業區分隊,地上,南屯區,忠勇路82-60號（籃球場前）,120.6169739,24.15578725,台中給水廠
12123,工業區分隊,地上,南屯區,忠勇路上168之1號左側（比久公司）,120.6174046,24.15921021,台中給水廠
20492,工業區分隊,地下,西屯區,過虹揚橋往西路邊，高鐵橋下,120.625693,24.173076,台中給水廠
19443,工業區分隊,地上,西屯區,福玄路189號（嘎嗶惦旁）,120.62163,24.177746,台中給水廠
19442,工業區分隊,地上,西屯區,福玄路與安和西路口,120.622143,24.17751,台中給水廠
12114,工業區分隊,地上,西屯區,嶺東路899之5號前,120.612157,24.1540612,台中給水廠
12158,工業區分隊,地下,南屯區,寶山一街與文山九街口,120.6150044,24.1515441,台中給水廠
12170,工業區分隊,地下,南屯區,寶山里五權西路三段172號,120.6133432,24.15408781,台中給水廠
12171,工業區分隊,地下,南屯區,寶山里五權西路三段219號,120.6121146,24.1541948,台中給水廠
12178,工業區分隊,地下,南屯區,寶山里文山北巷2-75號,120.6108499,24.15770495,台中給水廠
12172,工業區分隊,地下,南屯區,寶山里安和路1-7號,120.6178118,24.16068479,台中給水廠
12173,工業區分隊,地下,南屯區,寶山里安和路20-7號,120.6193396,24.1655048,台中給水廠
12179,工業區分隊,地下,南屯區,寶山里安和路42號,120.6205026,24.16717277,台中給水廠
12175,工業區分隊,地下,南屯區,寶山里協和南巷10號,120.6137252,24.16617888,台中給水廠
12176,工業區分隊,地下,南屯區,寶山里協和南巷1-3號,120.6132209,24.16148027,台中給水廠
12174,工業區分隊,地下,南屯區,寶山里協和南巷25-17號,120.6176008,24.1641154,台中給水廠
12177,工業區分隊,地下,南屯區,寶山里協和南巷5號,120.613381,24.166722,台中給水廠
12659,中港分隊,地下,北區,博館路97號前,120.6663582,24.15575524,台中給水廠
12711,中港分隊,地下,北區,大仁街30號（銀座大樓車道）,120.6685656,24.15298482,台中給水廠
12525,中港分隊,地上,西屯區,大弘三街78號對面,120.6597358,24.16226991,台中給水廠
12533,中港分隊,地上,西屯區,大弘三街99號前,120.6598645,24.16297471,台中給水廠
12535,中港分隊,地上,西屯區,大弘五街48號前,120.6613666,24.16343967,台中給水廠
12534,中港分隊,地上,西屯區,大弘四街12號對面,120.6605297,24.16300407,台中給水廠
12531,中港分隊,地上,西屯區,大弘街7號前,120.658046,24.16265167,台中給水廠
12532,中港分隊,地上,西屯區,大弘街97號前,120.6600791,24.16370397,台中給水廠
12523,中港分隊,地上,西屯區,大有二街1號對面,120.6586522,24.15987161,台中給水廠
12524,中港分隊,地上,西屯區,大有二街41號前,120.6571781,24.1605538,台中給水廠
12704,中港分隊,地下,西屯區,大有街136號,120.6591511,24.16237269,台中給水廠
12527,中港分隊,地上,西屯區,大有街160號前,120.6591779,24.16311175,台中給水廠
12526,中港分隊,地上,西屯區,大有街88號對面,120.6582069,24.16107566,台中給水廠
12405,中港分隊,地上,西區,大和路3號對面（民權路、大和路口）,120.6696922,24.15030244,台中給水廠
12770,中港分隊,地下,西區,大和路83號前,120.6675678,24.15039544,台中給水廠
12740,中港分隊,地下,西區,大和路上近民權路口（婧仕女微旅）,120.669719,24.1502486,台中給水廠
12623,中港分隊,地下,西區,大忠街19號前（精誠27街、大忠街口）,120.656707,24.1442435,台中給水廠
12621,中港分隊,地下,西區,大忠街38號前（大忠街、精誠24街口）,120.6567049,24.14554941,台中給水廠
12692,中港分隊,地下,西屯區,大信街11號前,120.6618172,24.16438918,台中給水廠
12767,中港分隊,地上,西屯區,大信街15號旁,120.661636,24.1644697,台中給水廠
12438,中港分隊,地上,西區,大隆路1號旁（精誠路、大隆路口）,120.6554765,24.15483993,台中給水廠
12508,中港分隊,地上,西屯區,大隆路大進街口,120.652644,24.15656776,台中給水廠
12439,中港分隊,地上,西區,大業路2號前（精誠路、大業路口）,120.6550848,24.15365785,台中給水廠
12447,中港分隊,地上,西區,"大業路34號  靠大業北路口",120.6541353,24.15364072,台中給水廠
12631,中港分隊,地下,西區,大墩十一街25號對面（大墩十一街、大同街口）,120.6538618,24.14885354,台中給水廠
12630,中港分隊,地下,西區,大墩十一街99號（大墩十一街、大昌街口、大蘋果幼稚園前）,120.6522202,24.14877033,台中給水廠
12677,中港分隊,地下,西屯區,大墩十九街104號,120.6526494,24.1579872,台中給水廠
12678,中港分隊,地下,西屯區,大墩十九街119號前,120.65336,24.15747,台中給水廠
12637,中港分隊,地下,西區,"大墩十二街39號前 靠大同街",120.6538349,24.14991574,台中給水廠
12632,中港分隊,地下,西區,"大墩十街38號 靠大同街",120.6538349,24.14774728,台中給水廠
12629,中港分隊,地下,西區,大墩十街75號、大昌街口,120.6522417,24.14776196,台中給水廠
12512,中港分隊,地下,西屯區,大墩路1014號前人行道,120.6524517,24.15961514,台中給水廠
12513,中港分隊,地上,西屯區,大墩路東側大隆路口,120.6510293,24.15748306,台中給水廠
12356,中港分隊,地上,西區,中山路462號（中山路、福龍街口）,120.6733936,24.14652352,台中給水廠
12360,中港分隊,地下,西區,中山路486號前,120.6723797,24.14730673,台中給水廠
12373,中港分隊,地上,西區,"中美街、 公正路176號",120.6603098,24.14906403,台中給水廠
12581,中港分隊,地下,西區,中美街、向上北路口,120.6601813,24.1478583,台中給水廠
12374,中港分隊,地上,西區,中美街107號對面428號前（中美街、民生路口）,120.6602293,24.14424241,台中給水廠
12577,中港分隊,地下,西區,中美街152號前（中美街、向上南路口）,120.660181,24.14600465,台中給水廠
12583,中港分隊,地下,西區,中美街397號（中美街、忠誠路口）,120.6602079,24.15251981,台中給水廠
12748,中港分隊,地上,北區,中清路一段37號前,120.677197,24.15336172,台中給水廠
12705,中港分隊,地下,北區,中清路一段59號前,120.6771809,24.15389525,台中給水廠
12737,中港分隊,地下,北區,中清路一段89號前,120.6770629,24.15506019,台中給水廠
12585,中港分隊,地下,西區,中興街、公益路口（近市民廣場）,120.662992,24.1508164,台中給水廠
12586,中港分隊,地下,西區,中興街、向上路一段口,120.6631154,24.14672422,台中給水廠
12761,中港分隊,地上,西區,中興街107號,120.6630379,24.1481327,台中給水廠
12455,中港分隊,地下,西區,中興街245號前（中興街、忠誠街口）,120.6628633,24.15259813,台中給水廠
12362,中港分隊,地下,西區,"五權路105號前 （民族加油站前、民族路、五權路口）",120.672015,24.14634241,台中給水廠
12358,中港分隊,地上,西區,五權路119號前（五權路、中山路口）,120.6726211,24.1469396,台中給水廠
12359,中港分隊,地上,西區,五權路135號右側5公尺處（五權路、中正路口）,120.673179,24.14749519,台中給水廠
12413,中港分隊,地上,西區,五權路171號前,120.6739086,24.1482123,台中給水廠
12642,中港分隊,地下,西區,五權路183號旁,120.6741393,24.14843747,台中給水廠
12768,中港分隊,地下,北區,五權路205號旁,120.6749922,24.14896613,台中給水廠
12571,中港分隊,地上,北區,五權路255號,120.6767356,24.15095836,台中給水廠
12715,中港分隊,地下,北區,五權路38號,120.671398,24.1453585,台中給水廠
12361,中港分隊,地下,西區,五權路58-1號旁（民族路、五權路口）,120.6721598,24.14617597,台中給水廠
12570,中港分隊,地上,北區,五權路與英士路口,120.6760436,24.1502486,台中給水廠
12746,中港分隊,地下,西區,公平里公益路282號前（公益路、精美街口）,120.6536513,24.1510692,台中給水廠
12582,中港分隊,地下,西區,公正路236號前（華美街、公正路口）,120.6588507,24.14903955,台中給水廠
12399,中港分隊,地上,西區,公益路、英才路512號前,120.665229,24.15079682,台中給水廠
12594,中港分隊,地下,西區,公益路、模範街口（學校側門）,120.6666075,24.15089134,台中給水廠
19886,中港分隊,地上,西區,公益路111號旁,120.6664397,24.1508528,台中給水廠
12377,中港分隊,地上,西區,公益路154號前（華美街、公益路口）,120.6589311,24.1509192,台中給水廠
12727,中港分隊,地下,西區,公益路163號前,120.6624341,24.15082864,台中給水廠
12728,中港分隊,地下,西區,公益路193號前,120.6608623,24.15078214,台中給水廠
12454,中港分隊,地上,西區,公益路208號對面,120.656088,24.15077235,台中給水廠
12380,中港分隊,地上,西區,公益路299號前（忠明南路、公益路口）,120.6572092,24.15079193,台中給水廠
12440,中港分隊,地下,西區,公益路345之1號前（精誠路、公益路口）,120.6550875,24.15077113,台中給水廠
12643,中港分隊,地下,西區,公益路58號（綠蓋茶館對面國小側門旁）,120.6676698,24.15098772,台中給水廠
12595,中港分隊,地下,西區,公益路85號對面（學校圍牆邊）,120.6674016,24.15089472,台中給水廠
12394,中港分隊,地上,西區,公益路99號對面（公益路、英才路口國小旁）,120.6654221,24.15089472,台中給水廠
12702,中港分隊,地下,西區,公益路與公益路155巷口,120.6642687,24.15083109,台中給水廠
12726,中港分隊,地下,西區,公益路與華美街口,120.6588936,24.15078214,台中給水廠
12747,中港分隊,地下,西屯區,"太原路一段171號 靠近大有五街",120.6603742,24.16214265,台中給水廠
12544,中港分隊,地上,西屯區,太原路一段267號前,120.6635714,24.16424235,台中給水廠
12536,中港分隊,地上,西屯區,太原路一段大弘六街口,120.6614631,24.16292087,台中給水廠
12529,中港分隊,地上,西屯區,太原路一段忠義街口,120.6598002,24.16133017,台中給水廠
12742,中港分隊,地下,西屯區,太原路與寧夏路口,120.6629276,24.16382144,台中給水廠
12456,中港分隊,地上,北區,文化街10號日興街222號路口,120.676682,24.15210375,台中給水廠
12676,中港分隊,地下,北區,文化街1號前[位於中清路口北側],120.6771594,24.15216738,台中給水廠
12646,中港分隊,地下,北區,文化街22之2號,120.6762636,24.15222612,台中給水廠
19661,中港分隊,地下,北區,文化街75號前,120.6745579,24.15219854,台中給水廠
12733,中港分隊,地下,北區,文武街7-1號前（文武街上近中清路）,120.6764889,24.15394419,台中給水廠
21554,中港分隊,地上,北區,日盛街64號,120.672101,24.1532507,台中給水廠
12714,中港分隊,地下,北區,日興街110號前,120.6744289,24.14997938,台中給水廠
12498,中港分隊,地上,北區,日興街188號前,120.6756628,24.15109052,台中給水廠
12410,中港分隊,地下,西區,日興街90號（路口轉角）,120.6737322,24.1492132,台中給水廠
21584,中港分隊,地下,西區,日興街與博館二街口,120.6732421,24.148836,台中給水廠
12686,中港分隊,地下,西屯區,台灣大道二段、何厝街口,120.653336,24.1608652,台中給水廠
12506,中港分隊,地上,西屯區,台灣大道二段、東興路三段口,120.6558158,24.15896245,台中給水廠
12434,中港分隊,地上,西區,台灣大道二段、精誠路口,120.6577188,24.15787463,台中給水廠
12734,中港分隊,地下,北區,台灣大道二段、館前路口,120.6644619,24.15471267,台中給水廠
12463,中港分隊,地上,西區,台灣大道二段125號,120.670175,24.1504346,台中給水廠
12416,中港分隊,地下,西區,台灣大道二段136號前,120.6709045,24.1501458,台中給水廠
12404,中港分隊,地上,西區,台灣大道二段157號前,120.6692576,24.1511101,台中給水廠
18969,中港分隊,地上,西區,台灣大道二段170號旁（民權路口地下道前）,120.6702272,24.15090177,台中給水廠
19176,中港分隊,地下,西區,台灣大道二段179巷12號旁（十二月粥品旁）,120.6677374,24.15174329,台中給水廠
12461,中港分隊,地上,西區,台灣大道二段181號（環瑞大樓旁）,120.6680506,24.15141358,台中給水廠
12460,中港分隊,地上,西區,台灣大道二段205號前,120.6677985,24.15229954,台中給水廠
12419,中港分隊,地上,西區,台灣大道二段218號後側,120.66966,24.15191285,台中給水廠
12752,中港分隊,地上,西區,台灣大道二段220號（龍邦大樓前郵筒旁）,120.6686568,24.15216738,台中給水廠
12418,中港分隊,地上,西區,台灣大道二段222號（中正國小站路樹下）,120.6680882,24.15258344,台中給水廠
12420,中港分隊,地上,西區,台灣大道二段292號,120.667187,24.1531904,台中給水廠
12753,中港分隊,地上,西區,台灣大道二段295號前,120.6668544,24.15286734,台中給水廠
12703,中港分隊,地下,西區,台灣大道二段311巷上近英才路470巷口（路口第一個停車格,120.6644565,24.15275966,台中給水廠
12421,中港分隊,地上,西區,"台灣大道二段350號 消防隊前",120.6656742,24.15404209,台中給水廠
12458,中港分隊,地上,西區,台灣大道二段351號前,120.6650734,24.1538414,台中給水廠
12466,中港分隊,地上,西區,台灣大道二段412號前（麥當勞前）,120.6639147,24.15499167,台中給水廠
